fecha;hora_aproximada;narracion_de_los_hechos;lugar_en_metro;en_metro;fuente;estacion;linea;latitud;longitud;lugar_exacto;numero_agresores;consecuencias_fisicas;denuncia_en_mp;procedio_la_denuncia;si_procedio_con_que_delito;si_no_procedio_que_razones_dieron;mp;colonia_nombre;entidad_num;municipio_num;cp
9/15/2001;12:30:00;Estaba caminando en la noche con un exnovio, nos detuvimos para descansar en unas bancas, entonces un sujeto se acercó a nosotros, nos pidió dinero, no traíamos entonces el sujeto le dijo a mi exnovio que se fuera y mi exnovio me dejó ahí con el asaltante, el asaltante me dijo que lo siguiera caminamos durante un rato por periférico, me dijo que me iba a llevar a mi casa en insistió que saliéramos de la ruta abierta. No deje que cambiaramos de camino y pasó un taxista que me preguntó que sé si venia con el asaltante le dije que no y abrió la puerta me metí y así me rescataron.;fuera;0;encuesta_larga;"";"";19.340813;-99.203188;CDMX, periférico a la altura de Av. Toluca.;1;"";Sí;No;"";Robo, pues ya no quise seguir la investigación porque me dijeron que iba a a ser muy difícil de investigar en el MP.;Álvaro Obregón;PROGRESO TIZAPAN;9;10;1080
1/3/2019;09:45:00;El tipo se subió al mismo vagón que yo, me miro fijamente todo el trayecto, TODO. Una mirada horrible, no se como describirla. Había poca gente en el vagón. Me bajé en Etiopía y el tipo también. Me puse muy nerviosa y me le pegué a una chica. Su novio llegó y les señalé al tipo que me esperaba a unos metros porque seguía sin quitarme la mirada de encima. Si hubiera estado sola realmente no sabría que hubiera pasado.;dentro;1;encuesta_larga;"";"";19.395938;-99.156062;Vagón del metro rumbo a Etiopía;1;"";No;No;"";"";"";NARVARTE PONIENTE;9;14;3020
1/5/2019;12:00:00;Ecatepec. - Iba cruzando la glorieta de Alfredo del Mazo, hacia el mercado de villas de Guadalupe Xalostoc, cuando 2 tipos en un tsuru blanco se emparejaron y uno de ellos se bajó, tomándome por la espalda y tratando de subirme al auto, era un tipo moreno, alto, aproximadamente 1.80mtrs y complexión robusta, mientras el otro esperaba en el volante. Forcejeamos me tiraron al piso y no me deje, puse las piernas en el marco de la puerta me azotó al piso y me dejó tirada en el suelo. 12:00hrs a plena luz del día y nadie se metió, nadie ayudó.;"";0;encuesta_larga;"";"";19.517062;-99.065812;Mercado Villas de Guadalupe Xalostoc, en ecatepec, C. P 55339;2;Moretones, raspones;Sí;No;"";No existe el delito de intento de secuestro y las lesiones fue lo mejor que me pudo pasar porque otras chicas no han corrido con la misma suerte que yo y debería mejor irme a mi casa, tranquilizarme y dar gracias a dios que sigo aquí y no me llevaron;San Agustín;"";"";"";""
1/25/2019;14:00:00;Ese dia tenia una cita en polanco, llegue muy temprano. Asi q me sente en las jardineras de afuera del metro polanco en un camellon.Creo q era la calle de temistocles donde habia una troca estacionada afuera de un garage con intermitentes.La observe xq no tenia nada mas q hacer. Estaba el piloto y copiloto platicando.Todo normal. Hasta q vi una chica joven 20 maximo.Delgda bonita coqueta pues.Vestia jeans y blusa blanca manga larga.Y si. Caminaba con audifonos y celular rn mano mirandolo.El chofer le dijo al copiloto q la viera, hasta movio el retrovisor. Pinches cerdos cinicos pense...Fue cuando salio al frente un tercer sujeto q iba detras. Y se asomo tbn a mirarla x el retrovisor.Hicieron movimiento con la cabeza asinti3ndo y se bajo el tercer sujeto x la puerta q daba a la calle.La chica seguia en la pendeja... Encendieron la troca y fue cuando se paso el copiloto hacia los asientos de atras q ya no dude.El q se bajo rodeo la troca x detras para q la chava no lo viera.Me levante de dinde estaba y le grite con todas mis fuerzas (tengo un bozarron grax a los dioses)AGUAS!!! ATRAS!!!! me alcanzo a oir y volteo y corrio hacia adelante pero la troca avanzo mientras ella corria y abrian la puerta trasera del lado de la banqueta (donde ella corria) NO!! CORRE AL REVES PENDEJA!!!!.se alcanzo a quitar del q la iba a sujetar desde la troca. Corrio hacia atras. El sujeto de atras la estampo vs la pared pero ella siguio corriendo.Ya no pudieron seguirla y me vieron feo. PERO TODA LA GEBTE VIO. ALGUNOS GRITARON A LA POLICIA OTROS SOLO MIRABAN.LES GRITE Q SE LARGARAN Q ERAN UNOS HDP ETC.ERa una troca tipo suburban familiar gris. Sin placas. No. No tuve tiempo de sacar foto ni nada. Estaba ocupada gritandole a la pendeja pa salvarle su vida.;fuera;1;encuesta_larga;polanco;"";19.433563;-99.190937;Calle horacio (metro polanco);3;Golpes;No;No;"";No fui solo fui testigo;"";POLANCO;9;16;11550
1/15/2018;20:00:00;Iba caminando al metro cuando sentí que alguien me jaló hacia una calle oscura,  no pude gritar porque inmediatamente me cubrió la boca. Lo mordí y me dió un puñetazo en la cara, acabé con rasguños en los brazos porque intenté safarme varias veces, logré darle una patada en la espinilla, supongo porque fue la única forma en que me soltó, salí corriendo lo más rápido posible.;"";1;encuesta_larga;universidad;"";19.324312;-99.174438;Paradero de metro Universidad;1;Golpes y rasguños;No;"";"";"";"";CIUDAD UNIVERSITARIA;9;3;4360
1/26/2019;20:30:00;Dos tipos en un auto de lujo tipo bmw siguieron a la una mujer que paseaba su perro se bajó un tipo del auto e intentó subirla a la fuerza ella corrió y pidió auxilio. En torres del maurel le abrieron los vigilantes.;"";0;encuesta_larga;"";"";19.306813;-99.182063;Avenida del iman torres del maurel;2;"";No;"";"";"";"";INSURGENTES CUICUILCO;9;3;4530
3/1/2011;15:00:00;Me bajé de la combi que viene del bordo de xochiaca en Cd. Neza, hacía Guelatao, justo debajo del puente. Procedí a caminar rumbo a las escaleras del metro Gelatao y sobre la banqueta, (enfrente de plaza Guelatao) una señora de unos 70 años me enseñó un papel que decía “guelatao #”, el número no lo recuerdo. Me preguntó si sabía donde era ese lugar, porque ella no podía leerlo, yo solo le leí lo que decía pero pues desconocía a donde se refería. Intente seguir caminando y en eso llegó otro señor más o menos de la misma edad. Ambos me jalaron y avanzaban para empujarme hacia los algunos puestos de comercio atrás. Yo no sabía que hacer y pues por suerte y debido a que traía el uniforme de la preparatoria (La Salle Neza), una señora, mamá de algun alumno de la misma preparatoria que me auxilió al ver la escena y que traía el uniforme, gritó que me llamaban y que me fuera con ella. Los señores y otros al rededor automáticamente se retiraron y en un segundo ya no había nadie. Me fui hacia el metro acompañada de la señora y sus hijos. No pasó a más, pero no hay que ser muy imaginativo para pensar en las posibilidades de lo que pudo ser.;fuera;1;encuesta_larga;zaragoza;"";19.073188;-98.171813;Esquina Calzada I. Zaragoza y Av. Adolfo López Mateos;2;"";No;No;"";"";"";"";"";"";""
11/7/2018;21:00:00;"Iba saliendo del trabajo, justo al dar vuelta en la esquina de Alejandro dumas y horacio, hacia metro polanco me agarró un tipo y quiso obligarme a entrar a un jetta blanco, forcejeamos y me dio una cachetada dijo: ""cálmate o te va a ir peor chiquita"", pero después se acercó una pareja que estaba paseando a su perro y el tipo se metió al coche donde estaban otros 2 hombres y se fueron.";"";1;encuesta_larga;polanco;"";19.433438;-99.195687;Alejandro dumas esquina con horacio;3;Golpes y moretones;No;"";"";"";"";POLANCO;9;16;11550
10/4/2015;12:00:00;Me subí a un taxi y quería llevarme a Edomex, logré bajarme a tiempo;"";0;encuesta_larga;"";"";19.458813;-99.157187;Avenida Eulalia Guzmán, cerca de la calle Naranjo;1;"";No;No;"";"";"";ATLAMPA;9;15;6450
3/19/2012;21:10:00;Regresaba del super, traía una par de cosas,  venia sobre tlalpan dirección centro y necesitaba cruzar al lado dirección sur,  ya que no tenia dinero para pagar un boleto consideré que el puente era una opción, recuerdo  que al subir iba bajando mi agresor que dio tiempo a que llegara a la mitad del puente para alcanzarme, ahí me  avento hacia la reja me  pido le diera mis cosas  en seguida la extendi la bolsa y en ese momento me toco un seno, me asuste e intente huir, me alcanzo a jalar  y me tito al piso, tirada en el piso comenzó a patearme el rostro, intente incorporame y ahí me metio la mano, forcejeamos,  yo grite pidiendo atud, nadie intervino.;"";0;encuesta_larga;"";"";19.356563;-99.139938;Puente sobre tlalpan a la altura del Centro Nacional de las Artes;1;Fractura en la nariz;Sí;Sí;Robo agravado, violación impropia;"";No recuerdo el número, pero fue en  uno ubicado cerca de la av Mariquita Sanchez en la Delegación Coyoacán;COUNTRY CLUB;9;3;4220
1/25/2019;13:30:00;Caminaba y se detuvo un auto blanco marca swift con 5 hombres de al rededor de 20-25 años, morenos y de complexión media, me dijeron hola para que me acercara y se empezaron a bajar para intentar subirme, me hice hacia la gente y como la gente me empezó a cubrir, me soltaron y se subieron al auto y arrancaron.;"";0;encuesta_larga;"";"";19.420063;-99.166312;Fuente de la Cibeles;5;Jalones;No;No;"";"";"";ROMA NORTE;9;15;6700
1/18/2019;10:30:00;Estaba esperando a mi pareja en copilco frente al seven eleven, un sujeto me comenzó a gritar que le diera de mi cigarro que fumaba en ese momento, lo ignore y camine un poco más adelante se acerco un segundo sujeto, me tomo del brazo derecho y me dijo que nos fuéramos que el me llevaba a mi casa, le comenté que estaba esperando a mi novio y me presiono más fuerte mi brazo diciendo que me iba a ir con el, me desespere y me zafe corrí hasta donde estaba un chico y pretendí que era mi. Novio los tipos se subieron a un coche y se fueron;fuera;0;encuesta_larga;copilco;"";19.335813;-99.175937;Eje 10 copilco, enfrente del seven eleven;2;Moretón en el brazo derecho;No;"";"";"";"";COPILCO UNIVERSIDAD;9;3;4360
1/29/2019;18:50:00;No, no me asaltaron como tal, en el metro auditorio al bajar del camión, un tipo se acercó y me tomo del brazo me dijo que caminara, me Jale y no quise caminar, grite que no lo conocía, una mujer se acercó de inmediato y comenzó a decirme que no me enojara, que siempre hacia lo mismo, que ya nos fuéramos, la empuje y le grite no te conozco de nuevo, camine hacia atrás los pasos que pude pues estaba la avenida, un policía de frente se percató y no se acercó, yo seguía tratando de soltarme del tipo que me decía que hablamos en casa, que me calmara, la gente pasaba si ayudarme, el me sujetaba fuerte del brazo para hacerme caminar pero no lo hice.... Empuje de nuevo a la tipa, trate de safarme, no sé si entre todo lo que pasaba me quitaron el celular, un señor que iba en su carro se frenó, bajó y pregunto que estaba pasando, le dije que no los conocía, se puso en medio del tipo y de mi, el tipo seguía diciéndome q nos arreglamos en casa, que si no me daba pena hacer un show en la calle con tanta gente, agarre del brazo al señor y le dije de verdad no los conozco, lo decía fuerte para que la gente escuchará, pero nadie, nadie reaccionó, el señor no me dejo sola, el tipo camino y le dijo a la mujer, ya déjala está loca, al rato que llegue nos arreglamos, déjala que se vaya sola.....;fuera;1;encuesta_larga;auditorio;"";19.424938;-99.191938;Entrada metro auditorio, Av reforma;2;"";No;No;"";"";"";BOSQUE DE CHAPULTEPEC I;9;16;11100
1/28/2019;14:00:00;Ya era hora de recoger a mis princesas salgo en la pendeja como siempre con mi perro, y pues no metí mi camioneta al estacionamiento porque #huevona, bueno ahí en la calle vi una camioneta blanca sin placas con hombres adentro y pues me dio cosita pero avance más rápido me subí arranque y me doy cuenta que la camioneta avanza también, y pues ya me empezó a dar más mala espina entonces le baje a la velocidad y la camioneta igual aceleraba y la camioneta pegadita a mi, me doy vuelta y se da vuelta y bueno pues así todo el tiempo y pues la calle que iba no es muy transitada más bien un poco solitaria y pues ya saben rezandole a los mil santos lo único que se me ocurrió es mandarle mi ubicación en tiempo real a mi hermana, y en un audio le expliqué lo que pasaba y me metí el del al pecho que tengo pues dije si me bajan pues al menos que mi hermana vea por donde me llevan, bueno la cosa es que ya saliendo a la avenida me fui metiendo entre carros y hasta que me pase un semáforo en rojo fue como me libre de esa camioneta;dentro;1;encuesta_larga;"";"";19.410313;-99.098188;Av. Del taller y galindo y villa;5;"";No;No;"";"";"";JARDIN BALBUENA;9;17;15900
11/20/2018;17:30:00;Salía del autobús de la escuela en Tacubaya cuando me di cuenta que un hombre me seguía, después me di cuenta que el estaba conectado con otros dos y fue que en la entrada del metro me jalonearon entre tres, uno ya estaba ahí en la entrada, gracias a que un vendedor ambulante comenzó a chiflar alertando a más personas no pudieron hacerme nada y se marcharon corriendo;"";1;encuesta_larga;tacuba;"";19.402188;-99.187563;Entrada metro Tacubaya;3;Raspones;Sí;No;"";No me habían hecho más que unos raspones;Delegación Álvaro Obregón;TACUBAYA;9;16;11870
1/29/2019;20:00:00;Un tipo agarró a mi hermana y fingió una discusión;"";1;encuesta_larga;oceania;"";19.445813;-99.087188;Metro Oceanía;1;"";No;No;"";Qué no podían hacer nada;"";AQUILES SERDAN;9;17;15430
12/5/2018;07:15:00;Iba a bordo del transporte publico (combi),cuando en una parada antes de descender, abordaron 3 hombres a la combi y nos comenzaron a robar. Al llegar a la central de abastos, me jalaron hacia ellos ya que un auto jetta color blanco se orillò de lado de la puerta y comenzaron a jalarme hacia ellos para subirme al auto. Un chico me ayudó a que no me bajaran, mientras los agresores me golpeaban en repetidas ocasiones. Se fueron al ver que venía una patrulla y me soltaron.;"";0;encuesta_larga;"";"";19.502937;-98.912687;Autopista mexico-texcoco;3;Moretones, raspones, fisuras.;Sí;No;"";Falta de testigos;San cristobal, ecatepec.;"";"";"";""
3/18/2016;02:00:00;estaba en mi coche y se me emparejó una camioneta con un señor que intentaba convencerme a base de señas de que mi llanta se había ponchado, aceleraba y me alcanzaba para seguir insistiendo. mi llanta estaba intacta.;"";0;encuesta_larga;"";"";"";"";avenida de las fuentes;1;"";No;No;"";"";"";"";"";"";""
2/11/2015;06:15:00;Era un lunes aproximadamente a las 6:15 am me dirigía hacia el Hospital General de México en ese momento yo realizaba mi internado médico. Me subí a un taxi, me iba maquillando y antes de llegar a eje 1 el taxista se paró. Le pregunté porque no avanzaba si el semáforo ya estaba en verde. Todo fue en menos de 1 minuto el conductor se volteó y en ese momento se subieron 2 hombres más. Avanzó el taxi me hablaron con groserías y me taparon los ojos con una venda o algo así. Me trajeron aproximadamente 40 minutos. Revisaron mi mochila, mi cartera, me apretaron tan fuerte los brazos que me dejaron moretones. Tocaron mi cuerpo a detalle para revisar si no tenía cosas materiales guardadas. Uno de ellos me dijo que sería rápido y cooperara. Para mi fue eterno, siempre cooperé tratando de realizar todo lo que me solicitaban. Fue terrible porque literal me bajaron el pantalón y revisaron mi pantaleta. Mis pertenencias, robaron lo que tenia de valor. Realmente fue en secuestro exprés, después de tanta vuelta. Me dejaron tirada por la línea amarilla del metro creo que era Eduardo Molina. Me pidieron que me fuera con la cabeza agachada y sin hacer ninguna pendejada porque me metían unos plomazos. Camine hasta que escuche que prendieron el carro, corrí hasta encontrar a unas personas que me ayudaran. Afortunadamente eran unos médicos adscritos que me dejaron subir a su auto y me dieron $20 pesos. Me decían: Tienes que agradecer mucho a dios de que no te hayan violado o matado. Lo recuerdo como un trago amargo, que la verdad me causo estrés postraumático meses después. Comentó mi situación por todos estos casos reportados sin seguimiento alguno. ¡Nos están matando! Despierta México;fuera;1;encuesta_larga;hospital_general;"";19.446938;-99.157438;Entre calle Santa María la Ribera y Eje 1;3;Moretones;Sí;No;"";Nunca dieron seguimiento a mi denuncia;Delegación Cuauhtémoc;SANTA MARIA LA RIBERA;9;15;6400
1/28/2019;19:10:00;Él individuo ( moreno, alto y delgado) hablaba por teléfono con alguien más, al pasar por ahí dijo esa la de chámara especifico él color de mi chamarra al memento de acercace me aleje;"";1;encuesta_larga;constituyentes;"";19.411688;-99.191437;Metro constituyentes;2;"";No;No;"";"";"";DANIEL GARZA;9;16;11840
5/13/2009;20:00:00;Regresaba de Ciudad Universitaria, baje en el transporte que va de San Angel a Chapultepec. Me baje en el metro Mixcoac de lado de Av. Patriotismo y cruce para Av. Revolución. Justo antes de llegar al paradero un hombre me sujeta del brazo y me menciona que Liverpool está contratando modelos, me empiezo a reir y me trato de ir pero el tipo me bloquea el paso, me agarra del brazo y me dice que vaya con él hacia el fondo había una camioneta negra tipo minivan hacia las calles que dan al Periferico. Lo pateo en la pierna y corro al paradero e inmediato me subo al transporte.;"";1;encuesta_larga;mixcoac;"";19.375938;-99.187312;Salida de Metro Mixcoac;1;Moretón;No;No;"";"";"";INSURGENTES MIXCOAC;9;14;3920
2/10/2018;03:00:00;"Venía del trabajo rumbo a mi casa, aborde un taxi colectivo como me había desvelado traia mucho sueño y decidi dormirme un rato porque me hacía 1 hora en taxi, era la única en el colectivo despues de ir como a medio camino traia los ojos cerrados cuando el taxi freno repentinamente debido a que una camioneta  de vidrios polarizados cerró el paso, el taxista activo los seguros cuando el copiloto de la camioneta bajo el vidrio y le grito: ""bajala"" el taxista le pidió que nos dejará pasar a lo que el tipo se negó y grito nuevamente ""bajala"" el taxista desactivó los seguros y el copiloto de la camioneta se bajo cuando abrió la puerta yo abrí la del otro lado y salí corriendo, corrí lo más que pude sin mirar hacia atrás. Afortunadamente iba pasando otro taxi que al verme corriendo se detuvo, subí al otro taxi y le pedí que no sé detuviera, vi como el tipo se regreso a la camioneta y se arrancaron. El otro taxista me pregunto que pasó y al contarle me dijo que habia varios casos así. No denuncie porque no recuerdo ni placas ni la cara de los sujetos,a parte de que tuve mucho miedo y llegando a casa me encerró y a partir de ese día hasta los siguientes 2 meses un familiar me iba a dejar y a traer al trabajo.";"";0;encuesta_larga;"";"";"";"";Tenancingo de degollado;2;"";No;"";"";"";"";"";"";"";""
1/26/2019;11:00:00;Iba caminando por reforma cuando me pareció que un sujeto venía siguiéndome, bajé el ritmo para asegurarme de mi sospecha. El tipo al darse cuenta que lo había notado empezó a caminar a la par y comenzó a acercarse a mi hasta estar hombro con hombro, llevaba los audífonos puestos por lo que no escuché lo que decía. Solo lo veía mirarme y hablar. Corrí al gimnasio que está sobre la avenida y el tipo hizo lo mismo.le cerré la puerta en la cara y al ver que el sitio estaba muy concurrido se marchó.;"";0;encuesta_larga;"";"";19.434063;-99.153313;Paseo de la reforma y la fragua;1;"";No;No;"";"";"";TABACALERA;9;15;6030
10/30/2015;23:30:00;Mi amiga y yo ibamos caminando hacia su casa ya un poco tarde, a unos 100 metros de llegar un taxi pasó y retornó para acercarse a nosotras mientras se acercaba se abrieron las puertas del auto y bajaron 3 hombres. Un hombre muy alto y fuerte me abrazó y me cargó hasta el taxi mientras los otros dos rodearon a mi amiga, otro tipo estaba en el asiento del conductor con el auto prendido. Comenzé a gritar cuando escuche gritar a mi amiga, estaba paralizada de miedo no había nadie en la calle y cada vez estaba más cerca de la puerta del auto hasta que choqué contra el marco de la puerta. Seguí resistiendome y gritando hasta que un señor salió de su casa y amenazó a los tipos que en seguida regresaron al taxi. Mi amiga dice que a ella no la tocaron, solo la bloquearon. El que me tenía agarrada me soltó y caí contra un cuadro metálico de telmex y me abrí la parte baja de la espalda. Ví que mi amiga estuviera bien y corrimos a su casa. El señor que nos ayudó nos dijo qie denunciaramos pero estabamos tan muertas de miedo que solo corrimos a casa de mi amiga llorando.;"";1;encuesta_larga;"";"";19.498813;-99.194437;Saliendo del metro Rosario, frente a bodega aurrera;4;Cortada en la espalda baja;No;No;"";Tenía mucho miedo y no fui a denunciar;"";SAN MARTIN XOCHINAHUAC;9;2;2120
8/11/2018;10:30:00;Muy cerca de mi destino, el uber en el que iba se paró para darle oportunidad a un hombre de abrir la puerta más cercana a donde yo iba.  Iba sola, de noche y a mi casa, por lo que no pude sino bajar rápidamente del uber y correr hasta mi destino.  La calle esta vacía salvo por el hombre que abrió mi puerta.;"";0;encuesta_larga;"";"";19.448313;-99.182188;Marina Nacional esquina con Mariano Escobedo;2;"";No;No;"";"";"";ANAHUAC;9;16;11320
7/29/2018;06:10:00;"Yo iba caminando sobre eje central y un señor corpulento de entre 40 años me tomo del brazo y me dijo que me estaban siguiendo, que me fuera con el, que me iba a ayudar, y yo le dije no, déjame y no me soltaba y comenzó a jalarme hacia una callecita menos concurrida, me pedía tranquilizarme y que confiar en el después de forcejeo me soltó y corrí. Todavía me grito cosas como"" te llamo después, cuidate"".";fuera;0;encuesta_larga;eje_central;"";19.416063;-99.143563;Sobre Eje central entre Gutierrez Najera y Francisco Rivas;1;"";No;No;"";"";"";OBRERA;9;15;6800
1/25/2018;06:50:00;Baje del camión , rumbo a mi trabajo , subí al puente con mi mochila . Un tipo de alrededor de 40 años me puso un cuchillo en el costado y me violó después me dejó ir .;"";0;encuesta_larga;"";"";19.508812;-99.236062;Puente Peatonal  Vips Satélite;1;Moretones;No;"";"";"";"";"";"";"";""
6/21/2017;09:00:00;Iba rumbo a mi trabajo cuándo me agarró un tipo por atrás y me estaba llevando a las escaleras de salida del metro, además que estaba metiendo su mano debajo de mi ropa mientras lo hacía, al percatarse de lo que estaba pasando llegó un chavo a auxiliarme para ponerme a salvo;"";1;encuesta_larga;centro_medico;"";19.406937;-99.155188;Metro Centro Médico, línea 3;1;Rasguños;No;"";"";"";"";ROMA SUR;9;15;6760
7/18/2016;12:00:00;"Fui a comprar a la Merced, al atravesar por Anillo de Circunvalación un tipo me tomó del brazo y me dijo ""si no te vas conmigo te pico"", me solté del brazo con un movimiento brusco y me eché a correr, me metí a un local pero no sabía qué hacer y estaba en shock así que compré mis cosas y quise llamar a mi casa pero me daba miedo pedir ayuda así que regresé corriendo al metro para regresar a mi casa pero estaba muy nerviosa y pasó por mi mente que sería peor. Así que llamé a mi familia de un teléfono público. Mi mamá me llevó a la delegación pero nos dijeron que allí no era, no recuerdo la dirección pero al llegar allí nos dieron otra dirección que está en la calle de Brasil. Me atendió una señorita y me dijo que no se podía hacer nada porque no me había robado, que lo único era regresar al lugar y apretar el botón de pánico y pedir más vigilancia. Sólo me pidió mis datos.";"";1;encuesta_larga;merced;"";19.429813;-99.125063;Anillo de Circunvalación, Centro Histórico de la CDMX;1;"";Sí;No;"";Porque no me habían robado nada;Delegación Venustiano Carranza;CENTRO;9;15;6000
8/12/2018;19:00:00;Tomé un taxi en la disque base de taxis del metro observatorio , con dirección a mi domicilio Olivar del conde. A los 5 minutos de haber abordado el taxi , el chófer comenzó a tocar mi pierna y a decirme que me fuera con él a su pueblo. Era un hombre aproximadamente cómo de 50 años , gordo y canoso. Le dije que me bajara y Vi que los seguros del coche estaban rotos , entonces sentí mucho miedo, y le hable a mi papá , pero no me contesto. Pero yo disimule que si hablaba con él. Entonces le dije al señor que ya me bajara y aceleró más, le dije que le envié la ubicación a mi papá y venía en busca de mi. Me pegó y me abrió la puerta súper enojado. Gracias a Dios que me dejó ir.;fuera;1;encuesta_larga;observatorio;"";19.398188;-99.200313;Metro observatorio;1;"";Sí;No;"";"";"";JOSE MARIA PINO SUAREZ;9;10;1140
7/25/2008;20:00:00;Abordé un taxi fuera de un centro comercial y a mitad de mi destino empezó el secuestro. Me amenazó con dañar a mi familia y me despojó de todo lo que traía. Levanté mi denuncia con retrato hablado. Posteriormente, ya no supe nada de mi caso. Al poco tiempo, me llegó a mi casa un envío con mi bolsa y algunas cosas robadas a modo de amenaza. Meses después, le dieron carpetazo a mi denuncia por falta de “seguimiento” y casualmente no encontraron el retrato que hice. Las autoridades corruptas están de lado de los delincuentes o se conocen, me queda claro.;fuera;0;encuesta_larga;"";"";"";"";Calz. Legaria;1;"";Sí;Sí;Secuestro express a bordo de taxi;"";Cuitlahuac;"";"";"";""
5/7/2009;16:00:00;caminando por la tarde un hombre me agarró y me puso contra mi coche, llegó otro a ayudarle, grité un vecino llegó corriendo y los agresores se fueron asustados;"";0;encuesta_larga;"";"";19.412688;-99.177188;yautepec colonia condesa;2;"";Sí;No;"";"";ALVARO OBREGON;CONDESA;9;15;6140
5/5/2018;20:20:00;Yo iba cruzando la avenida cuando me percaté de que una camioneta blanca, que solo tenía vidrios en la parte del conductor me estaba siguiéndo. Siempre camino por donde hay tiendas e iluminación. Al principio creí que era mi imaginación entonces comencé a caminar mas lento para ver si se iba, pero se empezó a detener. Entonces corrí dos metros para meterme a una tienda. Ahí, el sujeto se estacionó cruzando la calle, mientras reía y me veía fijamente. Después de 15 minutos se fue porque le comenzaron a gritar los señores de la tienda que me ayudaron. El tipo era moreno, flaco, con bigote y cabello negro.;"";1;encuesta_larga;juarez;"";19.413438;-99.010813;Av. Sor Juana y Av. Gustavo Baz, Col. Benito Juárez, Cd. Nezahualcóyotl;1;"";No;No;"";"";"";"";"";"";""
1/22/2019;06:50:00;El pasado 22 de enero iba caminando sobre insurgentes a la altura del metrobús la joya, poco antes de las 7 am. Me dirigía al trabajo. Al ir caminando me percaté que una camioneta color azul se detuvo junto a mí, la verdad es que no le di importancia pues frente hay una universidad y muchas veces se bajan ahí para cruzar la avenida. Seguí caminando y la camioneta se echó en reversa (yo iba sentido contrario a los carros), ahí fue cuando comencé a sentir que algo no estaba bien, empecé a caminar más rápido al grado de ir trotando cuando la camioneta una vez más se echó en reversa quedando esta vez junto frente a mí. Fue cuando vi que el conductor me veía y y al pasar esto frenó de una manera violeta. Fue cuando me vio que entendí que algo ahí no estaba bien, antes de que él o ellos pudiera hacer algo más corrí hacia un puente peatonal y crucé insurgentes lo más rápido que pude y con un pánico que tal vez nunca había sentido, voltee a ver la camioneta y vi cómo intentó cruzarse (afortunadamente el semáforo se puso en siga y esto le impidió poder hacerlo ) me subí a la primera estación que encontré (la joya) y llamé al 911 para contarles lo que había pasado, por desgracia yo no tenía placas de la camioneta por lo que no pude mas que describir el vehículo y cómo pasaron las cosas. Tomé tiempo para tranquilizarme un poco y posteriormente me subí al metrobús. Cuando pasé la camioneta ya no estaba, pero ya había una patrulla en el lugar.Sé que esto no logrará acabar con lo que está pasando, pero tal vez pueda ayudar, tal vez las pueda alertar y si lo presencian que puedan ayudar.;"";1;encuesta_larga;insurgentes;"";19.280313;-99.170063;Sobre insurgentes altera la joya;2;0;No;No;"";"";"";RESIDENCIAL INSURGENTES SUR I;9;12;14000
1/16/2019;21:00:00;Un tipo me pregunto por los camiones para Iztapalapa y me dijo que si lo acompañaba. Le dije que no sabía y caminé cruzando la avenida y ellos detrás de mi. Corrí y empezaron a perseguirme hasta que entre a una tienda.;"";0;encuesta_larga;ermita;"";19.342688;-99.047438;Semáforo Ermita Iztapalapa calle 71 Santa Cruz Meyehualco;2;"";No;"";"";"";"";SANTA CRUZ MEYEHUALCO;9;7;9290
1/28/2019;10:40:00;Un tipo me abordo en la calle mientras un sujeto en un auto nos seguía, el tipo me sigui hasta mi universidad acosándome y diciendo muchas cosas (me ofendía y le pedía datos personales);"";0;encuesta_larga;universidad;"";19.519438;-99.230562;San Lucas tepetlacalco;2;"";No;No;"";No se denunció;"";"";"";"";""
2/16/2013;06:40:00;Llevaba esperando unos quince minutos a una amiga para ir a la escuela, en la esquina tomábamos el metrobus Río Mayo. Ya se había tardado en llegar, así que como vivía a unas cuantas cuadras pensaba en ir a buscarla, me encamine y en eso una camioneta blanca de detuvo adelante de mí, a sólo unos metros, y abrieron la puerta. Me detuve unos segundos. La camioneta se fue de reversa (para donde yo estaba), así que me eché a correr hacia la entrada del metrobus... crucé la calle y vi como la camioneta todavía esperó algún momento, luego se fue.;"";1;encuesta_larga;"";"";19.387063;-99.080312;Esq. Río Mayo, Eje 4 sur (San Rafael Atlixco), Dr. Alfonso Ortiz Tirado;1;"";No;No;"";"";"";PASEOS DE CHURUBUSCO;9;7;9030
6/28/2017;18:03:00;"Iba caminando hacia la entrada del suburbano, unas calles antes una combi comenzó a seguirme. Al ver que la combi iba sola me detuve para ver cómo reaccionaba el chofer, en cuanto yo me detenía el lo hacía; así seguimos unos cuantos metros y nuevamente me frené y él lo hizo. La avenida iba sola, a pesar de que intenté caminar lo más rápido posible el conductor me seguía. Al llegar una esquina antes el conductor se bajó de la combi e iba directo hacia mí; por suerte de la esquina salió gente y distrajo al conductor, lo que hizo que fuera mi momento para salir corriendo y me metiera a la estación del suburbano.";fuera;1;encuesta_larga;"";"";19.599687;-99.186062;Suburbano Lechería;1;"";No;No;"";"";"";"";"";"";""
