timestamp;fecha;hora_aproximada;latitud;longitud;lugar_exacto;numero_agresores;consecuencias_fisicas;denuncia_en_mp;procedio_la_denuncia;si_procedio_con_que_delito;si_no_procedio_que_razones_dieron;mp;narracion_de_los_hechos;lugar_exacto_norm;narracion_de_los_hechos_norm;en_metro;estacion;lugar_en_metro;fuente
1/30/2019 1:47:26;1/25/2019;15:57:00;19.379437;-99.140188;Vagón metro Nativitas;1;Muñeca safada;No;No;NA;NA;NA;Me subí al metro en tasqueña, según yo por evitar tomar un taxi para estar protegida. Es de esos días que sales de casa y por alguna razón te sientes nerviosa o insegura. No eran muchas las estaciones que tenía que recorrer 4 para ser más exacta, mi destino era metroErmita a la altura de el wallmart de Nativitas un hombre de aproximadamente unos 30-35 años( tez Moreno claro, pantalón azul de vestir y camisa blanca de aproximadamente 1.70 de altura  ) no venía mal vestido se paró Justo atrás de mi , siempre tengo la mala costumbre de quedarme pegada a las puertas.Cuando se acercó por inercia quise proteger mis cosas me dio desconfianza , yo traía una mochila y en automático me quite una de las azas para proteger los artículos que traía dentro ¡ese fue mi error! el tipo se acercó más a mi y me moví de tal forma que quede totalmente descubierta., Me tomó por la cadera y el brazo y emezo a decirme que llegando a casa me iba a chingar trataba de moverme y no me dejaba alegando que me ponía así cada que íbamos a casa de su mamá. Empecé a pedir ayuda y el solo decía que me calmara, que dejara de hacer dramas y trataba de besarme fueron las 2 estaciones más largas de mi vida por qué me fue metiendo al centro de el vagón llegando casi al metro Ermita tomé fuerzas y me jalé hacia la entrada ahí alguien lo empujó y yo pude salir , jalaron la palanca de emergencia y salieron dos policías me hicieron preguntas demaciado incómodas por qué en verdad creían que era mi pareja. Por tal motivo no quise hacer denuncia.Siento impotencia por que la gente se da cuenta de las cosas y nadie hace nada;vagon_metro_nativitas;me_subi_al_metro_en_tasqueña_segun_yo_por_evitar_tomar_un_taxi_para_estar_protegida_es_de_esos_dias_que_sales_de_casa_y_por_alguna_razon_te_sientes_nerviosa_o_insegura_no_eran_muchas_las_estaciones_que_tenia_que_recorrer_4_para_ser_mas_exacta_mi_destino_era_metroermita_a_la_altura_de_el_wallmart_de_nativitas_un_hombre_de_aproximadamente_unos_3035_años_tez_moreno_claro_pantalon_azul_de_vestir_y_camisa_blanca_de_aproximadamente_170_de_altura___no_venia_mal_vestido_se_paro_justo_atras_de_mi__siempre_tengo_la_mala_costumbre_de_quedarme_pegada_a_las_puertascuando_se_acerco_por_inercia_quise_proteger_mis_cosas_me_dio_desconfianza__yo_traia_una_mochila_y_en_automatico_me_quite_una_de_las_azas_para_proteger_los_articulos_que_traia_dentro_ese_fue_mi_error_el_tipo_se_acerco_mas_a_mi_y_me_movi_de_tal_forma_que_quede_totalmente_descubierta_me_tomo_por_la_cadera_y_el_brazo_y_emezo_a_decirme_que_llegando_a_casa_me_iba_a_chingar_trataba_de_moverme_y_no_me_dejaba_alegando_que_me_ponia_asi_cada_que_ibamos_a_casa_de_su_mama_empece_a_pedir_ayuda_y_el_solo_decia_que_me_calmara_que_dejara_de_hacer_dramas_y_trataba_de_besarme_fueron_las_2_estaciones_mas_largas_de_mi_vida_por_que_me_fue_metiendo_al_centro_de_el_vagon_llegando_casi_al_metro_ermita_tome_fuerzas_y_me_jale_hacia_la_entrada_ahi_alguien_lo_empujo_y_yo_pude_salir__jalaron_la_palanca_de_emergencia_y_salieron_dos_policias_me_hicieron_preguntas_demaciado_incomodas_por_que_en_verdad_creian_que_era_mi_pareja_por_tal_motivo_no_quise_hacer_denunciasiento_impotencia_por_que_la_gente_se_da_cuenta_de_las_cosas_y_nadie_hace_nada;1;nativitas;dentro;encuesta_larga
1/30/2019 1:57:06;10/9/2012;14:30:00;19.268313;-99.170938;A un lado del Banamex de la entrada de San Pedro Mártir, Col Tlalpan. A un lado de la carretera Federal a Cuernavaca.;1;Moretón;No;No;NA;NA;NA;La fecha no es exacta, tenía 17 años y un taxi se paró a un lado de mí. Yo iba caminando y vi cómo se bajó del taxi el conductor (el agresor), abrió la puerta trasera y empezó a jalonearme del brazo. En el momento de forcejeo gritó cosas como que no hiciera como que no lo conocía. Yo grité muy fuerte y me safé con todas mis fuerzas, corrí en sentido contrario a la calle (había autos atrás de ese taxi esperando porque este taxi se quedó estacionado a media calle), no me siguió y yo corrí hasta la parada del Lecaroz con mucha gente y después corrí en otras calles hasta mi casa.;a_un_lado_del_banamex_de_la_entrada_de_san_pedro_martir_col_tlalpan_a_un_lado_de_la_carretera_federal_a_cuernavaca;la_fecha_no_es_exacta_tenia_17_años_y_un_taxi_se_paro_a_un_lado_de_mi_yo_iba_caminando_y_vi_como_se_bajo_del_taxi_el_conductor_el_agresor_abrio_la_puerta_trasera_y_empezo_a_jalonearme_del_brazo_en_el_momento_de_forcejeo_grito_cosas_como_que_no_hiciera_como_que_no_lo_conocia_yo_grite_muy_fuerte_y_me_safe_con_todas_mis_fuerzas_corri_en_sentido_contrario_a_la_calle_habia_autos_atras_de_ese_taxi_esperando_porque_este_taxi_se_quedo_estacionado_a_media_calle_no_me_siguio_y_yo_corri_hasta_la_parada_del_lecaroz_con_mucha_gente_y_despues_corri_en_otras_calles_hasta_mi_casa;1;NA;NA;encuesta_larga
1/30/2019 3:05:14;1/30/2019;12:15:00;19.362063;-99.143063;Afuera del metro ermita línea azul dirección cuatro caminos;2;NA;No;No;NA;No tengo evidencia;NA;Una camioneta se acercó y bajo velocidad, se me emparejó y fue cuando corri;afuera_del_metro_ermita_linea_azul_direccion_cuatro_caminos;una_camioneta_se_acerco_y_bajo_velocidad_se_me_emparejo_y_fue_cuando_corri;1;ermita;fuera;encuesta_larga
1/30/2019 7:23:06;3/15/2016;15:00:00;19.460313;-99.215688;Metro cuatro caminos, pasillo que conduce a los andadores de camiones;2;NA;No;NA;NA;NA;NA;Iba regresando de la escuela y por el pasillo camino al metro había un local vacío afuera había dos sujetos, cuando pase junto a ellos uno me jaló y me dijo métete y yo me intenté zafar pero no pude, justo venía una multitud de gente pero me esquivaron y un señor que venía de traje y una maletín paso justo entre el tipo y yo, logrando que me soltara del brazo, y me dijo correle, yo corrí hasta el metro y me metí. Cabe mencionar que todo pasó muy rápido, no pude ni gritar ni nada, menos denunciar, solo quería irme. No vi al señor después para agradecerle, pero si llega a ver esto, muchas gracias.;metro_cuatro_caminos_pasillo_que_conduce_a_los_andadores_de_camiones;iba_regresando_de_la_escuela_y_por_el_pasillo_camino_al_metro_habia_un_local_vacio_afuera_habia_dos_sujetos_cuando_pase_junto_a_ellos_uno_me_jalo_y_me_dijo_metete_y_yo_me_intente_zafar_pero_no_pude_justo_venia_una_multitud_de_gente_pero_me_esquivaron_y_un_señor_que_venia_de_traje_y_una_maletin_paso_justo_entre_el_tipo_y_yo_logrando_que_me_soltara_del_brazo_y_me_dijo_correle_yo_corri_hasta_el_metro_y_me_meti_cabe_mencionar_que_todo_paso_muy_rapido_no_pude_ni_gritar_ni_nada_menos_denunciar_solo_queria_irme_no_vi_al_señor_despues_para_agradecerle_pero_si_llega_a_ver_esto_muchas_gracias;1;cuatro_caminos;fuera;encuesta_larga
1/30/2019 7:48:35;1/26/2019;01:30:00;19.392438;-99.076563;Calle sur 20 casi esquina con ote. 235-A, Iztacalco;3;Mareo y vómito;No;No;NA;NA;NA;"Al rededor de la 1:30 de la madrugada, caminada con destino a sur 20 cuando me percaté que un carro me venía siguiendo. Quité mi música para poder más precavida, pero un tipo que salió del coche y no me percaté me agarro por detrás arrastrándome hacia el carro. Al momento de estar muy cerca del carro pude librarme de los brazos de uno de los agresores y corrí hacia mi destino; uno de los agresores me correteaba. Le Marqué a un amigo que me estaba esperando en el destino hacia donde me dirigía. Al llegar a esa calle ñ, ya no vi al secuestrador. Sólo vimos osar muy rápidamente el carro.";calle_sur_20_casi_esquina_con_ote_235a_iztacalco;al_rededor_de_la_130_de_la_madrugada_caminada_con_destino_a_sur_20_cuando_me_percate_que_un_carro_me_venia_siguiendo_quite_mi_musica_para_poder_mas_precavida_pero_un_tipo_que_salio_del_coche_y_no_me_percate_me_agarro_por_detras_arrastrandome_hacia_el_carro_al_momento_de_estar_muy_cerca_del_carro_pude_librarme_de_los_brazos_de_uno_de_los_agresores_y_corri_hacia_mi_destino_uno_de_los_agresores_me_correteaba_le_marque_a_un_amigo_que_me_estaba_esperando_en_el_destino_hacia_donde_me_dirigia_al_llegar_a_esa_calle_ñ_ya_no_vi_al_secuestrador_solo_vimos_osar_muy_rapidamente_el_carro;0;iztacalco;NA;encuesta_larga
1/30/2019 8:18:26;8/17/2018;12:50:00;19.346562;-99.120188;Av. Escuela Naval Militar 66, Cuchilla de la Magdalena, Coyoacán. https://www.google.com.mx/maps/place/Av.+H.+Escuela+Naval+Militar+66,+Cuchilla+de+la+Magdalena,+04260+Ciudad+de+M%C3%A9xico,+CDMX/@19.346561,-99.1207711,19z/data=!3m1!4b1!4m5!3m4!1s0x85d1fe1925af64d3:0x80d6885ca19456f1!8m2!3d19.346561!4d-99.1202239;4;NA;No;No;NA;NA;NA;Iba caminando sobre la avenida, en dirección norte. De pronto un coche, chevy azul marino, sin placas y con vidrios polarizados. Pasó junto a mi, más adelante se detuvo, se echó en reversa y se estacionó, obstruyéndome el paso, en el #66. Vi que dentro había 3 personas, sólo distinguí sus siluetas. Uno de ellos se bajó por el otro lado, de atrás. Yo estaba a punto de irme por atrás del carro pero reaccioné y me regresé y caminé hacia el arroyo vial con la intención de que si me intentaban subir, pudiera pedir ayuda a los carros que pasaban. En ese momento el que se había bajado se acercó a la ventana del copiloto fingiendo que le hablaba con él. Detrás de mí, había un hombre más, que le hizo señas de que no me subieran. Yo no dejé de verlos, me pasé por adelante del carro, a buena distancia, exponiéndome a que me atropellaran. Llegué a mi casa y después supe que poco después pasó otra chica y a ella se la llevaron. Eso ya no me consta, no sé si me salvé por cómo reaccioné o me confundieron. Tampoco sé si la chica denunció, sólo sé que pidieron rescate por ella y la dejaron libre poco después.;av_escuela_naval_militar_66_cuchilla_de_la_magdalena_coyoacan_httpswwwgooglecommxmapsplaceav+h+escuela+naval+militar+66+cuchilla+de+la+magdalena+04260+ciudad+de+mc3a9xico+cdmx1934656199120771119zdata=3m14b14m53m41s0x85d1fe1925af64d30x80d6885ca19456f18m23d193465614d991202239;iba_caminando_sobre_la_avenida_en_direccion_norte_de_pronto_un_coche_chevy_azul_marino_sin_placas_y_con_vidrios_polarizados_paso_junto_a_mi_mas_adelante_se_detuvo_se_echo_en_reversa_y_se_estaciono_obstruyendome_el_paso_en_el_66_vi_que_dentro_habia_3_personas_solo_distingui_sus_siluetas_uno_de_ellos_se_bajo_por_el_otro_lado_de_atras_yo_estaba_a_punto_de_irme_por_atras_del_carro_pero_reaccione_y_me_regrese_y_camine_hacia_el_arroyo_vial_con_la_intencion_de_que_si_me_intentaban_subir_pudiera_pedir_ayuda_a_los_carros_que_pasaban_en_ese_momento_el_que_se_habia_bajado_se_acerco_a_la_ventana_del_copiloto_fingiendo_que_le_hablaba_con_el_detras_de_mi_habia_un_hombre_mas_que_le_hizo_señas_de_que_no_me_subieran_yo_no_deje_de_verlos_me_pase_por_adelante_del_carro_a_buena_distancia_exponiendome_a_que_me_atropellaran_llegue_a_mi_casa_y_despues_supe_que_poco_despues_paso_otra_chica_y_a_ella_se_la_llevaron_eso_ya_no_me_consta_no_se_si_me_salve_por_como_reaccione_o_me_confundieron_tampoco_se_si_la_chica_denuncio_solo_se_que_pidieron_rescate_por_ella_y_la_dejaron_libre_poco_despues;1;coyoacan;dentro;encuesta_larga
1/30/2019 8:46:49;1/29/2019;16:45:00;19.436188;-99.154688;A dos calles del monumento a la revolución;2;0;No;No;No;NA;NA;"Iba caminando sola con dirección a un gimnasio en reforma 27 caminando sobre la banqueta, estaban 2 hombres en la entrada de un hotel y pasé junto a otra chica. Cuando pase frente a ellos escuché que dijeron ""mira esa"" era un joven de unos 26 o 27 años y un señor como de 40 años grande y ancho.El joven me señaló y dijo ya ve, comencé a caminar más rápido porque me pareció extraño y el señor me empezó a seguir, comencé a correr y llegué a una avenida un poco más grande, me acerqué a una señora mayor y crucé la calle, el hombre siguió derecho y yo tomé otra ruta.Me asusté y me quedé preocupada porque no vi más a la chica que estaba junto a mí.Llegué bien a mi destino, no me quedaron ganas de volver a caminar por esas calles.";a_dos_calles_del_monumento_a_la_revolucion;iba_caminando_sola_con_direccion_a_un_gimnasio_en_reforma_27_caminando_sobre_la_banqueta_estaban_2_hombres_en_la_entrada_de_un_hotel_y_pase_junto_a_otra_chica_cuando_pase_frente_a_ellos_escuche_que_dijeron_mira_esa_era_un_joven_de_unos_26_o_27_años_y_un_señor_como_de_40_años_grande_y_anchoel_joven_me_señalo_y_dijo_ya_ve_comence_a_caminar_mas_rapido_porque_me_parecio_extraño_y_el_señor_me_empezo_a_seguir_comence_a_correr_y_llegue_a_una_avenida_un_poco_mas_grande_me_acerque_a_una_señora_mayor_y_cruce_la_calle_el_hombre_siguio_derecho_y_yo_tome_otra_rutame_asuste_y_me_quede_preocupada_porque_no_vi_mas_a_la_chica_que_estaba_junto_a_millegue_bien_a_mi_destino_no_me_quedaron_ganas_de_volver_a_caminar_por_esas_calles;0;revolucion;NA;encuesta_larga
1/30/2019 9:03:31;8/25/2017;15:33:00;19.493187;-99.145187;Dos calles después de la salida del metro Instituto del petróleo sobre Av. 100 metros;1;Violación;Sí;Sí;Delito sexual;NA;PGJ CDMX Búnker;"Caminaba para mi escuela sobre av. 100 metros después de salir del metro Instituto del petróleo y de una calle paralela salió un tipo detrás de mi, me amenazó con un arma y me abrazó por el cuello, me dijo que actuara como si nos conociéramos y que no lo volteara a ver a la cara,  me llevó a un auto blanco y me subió, ahí ocurrió la violación, yo no pude hacer nada porque el miedo me tenía paralizada desde el primer momento en el que me amenazó,  me dejó ir y justificó la acción con ""te mandaron a hacer esto"" yo corrí y llegué a mi escuela en donde me brindaron la ayuda.";dos_calles_despues_de_la_salida_del_metro_instituto_del_petroleo_sobre_av_100_metros;caminaba_para_mi_escuela_sobre_av_100_metros_despues_de_salir_del_metro_instituto_del_petroleo_y_de_una_calle_paralela_salio_un_tipo_detras_de_mi_me_amenazo_con_un_arma_y_me_abrazo_por_el_cuello_me_dijo_que_actuara_como_si_nos_conocieramos_y_que_no_lo_volteara_a_ver_a_la_cara__me_llevo_a_un_auto_blanco_y_me_subio_ahi_ocurrio_la_violacion_yo_no_pude_hacer_nada_porque_el_miedo_me_tenia_paralizada_desde_el_primer_momento_en_el_que_me_amenazo__me_dejo_ir_y_justifico_la_accion_con_te_mandaron_a_hacer_esto_yo_corri_y_llegue_a_mi_escuela_en_donde_me_brindaron_la_ayuda;1;instituto_del_petroleo;NA;encuesta_larga
1/30/2019 9:06:53;11/20/2012;07:30:00;19.344063;-99.137813;entrada de metro Taxqueña;3;Golps;Sí;No;NA;no sabía los nombres, direcciones, ni podía dar descripciones de mis atacantes, ni del auto al que me subieron más que era un taxi;Benito Juarez;"Llegué en autobús a Taxqueña, caminaba hacia el metro, en la entrada dos sujetos se me acercaron, uno de cada lado, uno tomó una bolsa de compras con comida que traía y me encañonó en las costillas mientras me abrazaba. ""¡Venimos por ti! ¡El taxi nos está esperando!""Me subieron a un taxi, con un golpe. Un señor mayor se sentó junto a mí atrás. No podía abrir la puerta de mi lado. Me amenazó, que si no me portaba bien me iba a dejar sola con los demás y me iba a ir peor, que seguro me violaban pues estaba joven. Debía recostarme con la cara hacia adentro del taxi, los ojos cerrados ""como si estuviera dormida"".Me sacaron dinero, pidieron NIPs, revisaron mis bolsas, mi mochila, sacaron todo mi material de trabajo, ropa, comida. Abrieron la puerta y me aventaron con mi bolsa y mochila en una cerrada en Vallejo.";entrada_de_metro_taxqueña;llegue_en_autobus_a_taxqueña_caminaba_hacia_el_metro_en_la_entrada_dos_sujetos_se_me_acercaron_uno_de_cada_lado_uno_tomo_una_bolsa_de_compras_con_comida_que_traia_y_me_encañono_en_las_costillas_mientras_me_abrazaba_venimos_por_ti_el_taxi_nos_esta_esperandome_subieron_a_un_taxi_con_un_golpe_un_señor_mayor_se_sento_junto_a_mi_atras_no_podia_abrir_la_puerta_de_mi_lado_me_amenazo_que_si_no_me_portaba_bien_me_iba_a_dejar_sola_con_los_demas_y_me_iba_a_ir_peor_que_seguro_me_violaban_pues_estaba_joven_debia_recostarme_con_la_cara_hacia_adentro_del_taxi_los_ojos_cerrados_como_si_estuviera_dormidame_sacaron_dinero_pidieron_nips_revisaron_mis_bolsas_mi_mochila_sacaron_todo_mi_material_de_trabajo_ropa_comida_abrieron_la_puerta_y_me_aventaron_con_mi_bolsa_y_mochila_en_una_cerrada_en_vallejo;1;vallejo;dentro;encuesta_larga
1/30/2019 9:28:03;2/5/2016;22:00:00;19.315188;-99.187563;Centro cultural Universitario a la estación del metrobus el caminero;2;Golpes, rasguños en la entrepierna y en los labios vaginales;Sí;No;NA;No le dieron seguimiento;En el bunquer;Salí de la FCPYS de mi última clase a las 9:45 pm, tomé el último pumabus a Centro cultural, me senté unls minutos y atras de mí venía un hombre con gorra, blanco, pecoso. Bajé del pumabus, estaba totalmente solo, noté que me venía siguiendo, apresuré mi paso y al llegar al metrobus el hombre me jaló muy fuerte, después me puso una navaja por la espalda, me metió al último vagon del metrobus mientras amenazaba, me dijo que actuará como su pareja y me llevo hasta el caminero, me bajo y me pasó por un puente solo, no dejaba dd llorar entonces me golpeó y trato de meterme sus dedos en la vagina, al no dejarme me volvió a golpear, me bajó del puente y alguien lo espraba en un taxi, trato de subirme al taxi pero al abrir la puerta me soltó unos segundos, aproveché y salí corriendo, llegué a un puesto de dulcrs y ahí la señora del puesto se quedó conmigo, yano ví al sujeto.;centro_cultural_universitario_a_la_estacion_del_metrobus_el_caminero;sali_de_la_fcpys_de_mi_ultima_clase_a_las_945_pm_tome_el_ultimo_pumabus_a_centro_cultural_me_sente_unls_minutos_y_atras_de_mi_venia_un_hombre_con_gorra_blanco_pecoso_baje_del_pumabus_estaba_totalmente_solo_note_que_me_venia_siguiendo_apresure_mi_paso_y_al_llegar_al_metrobus_el_hombre_me_jalo_muy_fuerte_despues_me_puso_una_navaja_por_la_espalda_me_metio_al_ultimo_vagon_del_metrobus_mientras_amenazaba_me_dijo_que_actuara_como_su_pareja_y_me_llevo_hasta_el_caminero_me_bajo_y_me_paso_por_un_puente_solo_no_dejaba_dd_llorar_entonces_me_golpeo_y_trato_de_meterme_sus_dedos_en_la_vagina_al_no_dejarme_me_volvio_a_golpear_me_bajo_del_puente_y_alguien_lo_espraba_en_un_taxi_trato_de_subirme_al_taxi_pero_al_abrir_la_puerta_me_solto_unos_segundos_aproveche_y_sali_corriendo_llegue_a_un_puesto_de_dulcrs_y_ahi_la_señora_del_puesto_se_quedo_conmigo_yano_vi_al_sujeto;1;NA;dentro;encuesta_larga
1/30/2019 9:34:52;3/12/2016;04:30:00;19.362063;-99.143063;Desde el metro Ermita línea azul hasta el metro atlalilco de la línea dorada;1;NA;No;No;NA;NA;NA;Una señora de estatura promedio y complexión delgada me siguió de manera evidente todo el tiempo, se acercaba a mi demasiado, jamás lo sentí como acoso, en varias ocasiones me alejé de ella dándole a entender que ya me había dado cuenta de lo que hacía. Fue hasta el metro atlalilco que me salí corriendo del metro para tomar el rtp (de atlalilco hasta tlahuac no estaba en funcionamiento por lo que había rtp auxiliando), alcancé a subirme a un rtp muy lleno y la señora se subió de inmediato con una sonrisa malvada, la vi de re ojo y me salí rápido, por suerte el camión cerró las puertas y ella se fue, pero volteo a ver a dos hombres con cara de asustada, lo que me llevo a concluir que no estaba sola. Les di aviso a unas señoras y ellas me acompañaron todo el camino.;desde_el_metro_ermita_linea_azul_hasta_el_metro_atlalilco_de_la_linea_dorada;una_señora_de_estatura_promedio_y_complexion_delgada_me_siguio_de_manera_evidente_todo_el_tiempo_se_acercaba_a_mi_demasiado_jamas_lo_senti_como_acoso_en_varias_ocasiones_me_aleje_de_ella_dandole_a_entender_que_ya_me_habia_dado_cuenta_de_lo_que_hacia_fue_hasta_el_metro_atlalilco_que_me_sali_corriendo_del_metro_para_tomar_el_rtp_de_atlalilco_hasta_tlahuac_no_estaba_en_funcionamiento_por_lo_que_habia_rtp_auxiliando_alcance_a_subirme_a_un_rtp_muy_lleno_y_la_señora_se_subio_de_inmediato_con_una_sonrisa_malvada_la_vi_de_re_ojo_y_me_sali_rapido_por_suerte_el_camion_cerro_las_puertas_y_ella_se_fue_pero_volteo_a_ver_a_dos_hombres_con_cara_de_asustada_lo_que_me_llevo_a_concluir_que_no_estaba_sola_les_di_aviso_a_unas_señoras_y_ellas_me_acompañaron_todo_el_camino;1;ermita;NA;encuesta_larga
1/30/2019 9:48:50;9/7/2018;20:00:00;19.401938;-99.187312;Andenes metro tacubaya;1;Moreton en brazos;No;No;NA;NA;NA;"El viernes 7 de septiembre llegué al metro tacubaya  para tomar la línea café  a chabacano.  Recuerdo que los pasillos estaban llenos, de pronto sentí un jalon en el brazo y una voz que me decía vámonos mi amor.... en mi mente dije "" en cuanto de la vuelta me dirá : lo siento me equivoqué "" pero no fue así.... le dije no te conozco y más me jalaba y me decía ""cálmate ya no estés enojada, te llevo a tu casa... no te pongas loca.... yo suplicaba ayuda! Nadie se metía... pensaban que era una pelea de pareja...lloré... me jale... tenía un miedo incontrolable de lo que le pudiera pasar... ni un policía cerca... casi me saca de la estación hasta que dos mujeres le gritaron eeeyyy pendejo no entiendes un no? Sueltala o armamos un desmadre y ya viene un policía... aunque fuera ti novia respeta el NO! Me soltó  y se fue corriendo no sin antes decirme  que me buscaba en mí casa más tarde... yo la libré... pero que hay de las chicas que no? Vivo con un miedo espantoso.. #niunamas";andenes_metro_tacubaya;el_viernes_7_de_septiembre_llegue_al_metro_tacubaya__para_tomar_la_linea_cafe__a_chabacano__recuerdo_que_los_pasillos_estaban_llenos_de_pronto_senti_un_jalon_en_el_brazo_y_una_voz_que_me_decia_vamonos_mi_amor_en_mi_mente_dije__en_cuanto_de_la_vuelta_me_dira__lo_siento_me_equivoque__pero_no_fue_asi_le_dije_no_te_conozco_y_mas_me_jalaba_y_me_decia_calmate_ya_no_estes_enojada_te_llevo_a_tu_casa_no_te_pongas_loca_yo_suplicaba_ayuda_nadie_se_metia_pensaban_que_era_una_pelea_de_parejallore_me_jale_tenia_un_miedo_incontrolable_de_lo_que_le_pudiera_pasar_ni_un_policia_cerca_casi_me_saca_de_la_estacion_hasta_que_dos_mujeres_le_gritaron_eeeyyy_pendejo_no_entiendes_un_no_sueltala_o_armamos_un_desmadre_y_ya_viene_un_policia_aunque_fuera_ti_novia_respeta_el_no_me_solto__y_se_fue_corriendo_no_sin_antes_decirme__que_me_buscaba_en_mi_casa_mas_tarde_yo_la_libre_pero_que_hay_de_las_chicas_que_no_vivo_con_un_miedo_espantoso_niunamas;1;tacuba;dentro;encuesta_larga
1/30/2019 9:51:44;11/23/2018;11:15:00;19.400562999999998;-99.030563;Avenida Pantitlán 305;4;Daño en la retina y piel;No;No;NA;NA;NA;Caminaba con una amiga a contraflujo sobre la avenida Pantitlán pues el Uber ya nos esperaba a una calle del incidente, se acercó un carro con almenos 4 hombres a bordo uno de los que venía atrás sacó su mano y nos roció lo que muy probablemente era gas pimienta, de inmediato me empezó a arder la cara y ojos y volteó para ver por qué razón y el auto ya estaba atrás de nosotras y abrieron la puerta para salir entonces perdí el sentido de la vista por el gas y solo sujete del brazo a mi amiga y le dije que corriera por qué nos iban a subir, no veíamos nada por el gas absolutamente nada y corrimos a ciegas hacia el Uber que afortunadamente ya nos esperaba, logramos subir gracias a que mi esposo le llamo al conductor y le dijo como íbamos vestidas pues mi amiga estaba en llamada con mi esposo mientras ocurría todo y escucho nuestros gritos, gracias a eso el Uber aceleró hacia una tienda y mi amiga me empezó a enjuagar la cara pues sentía cómo se me quemaban los ojos pasó todo muy rápido y de pronto solo podía escuchar cuando llego mi esposo y nos llevo a urgencias en el hospital de la perla donde nos atendieron de inmediato y nos trasladaron a la raza para un segundo lavado ocular. Después nos hicieron examen de la vista a ambas y ahora mi amiga usa pupilentes por la sensibilidad y mi retina quedó ovalada y con mayor sensibilidad a la luz, uso lentes pero al menos puedo contar que gracias a la reacción de echarnos a correr y que ya nos esperaban pudimos salvarnos. Esto fue a dos calles de la avenida López Mateos, entre la bodega Aurrerá y un lugar de préstamos de dinero sobre la Pantitlán. Si había más gente había puestos de comida, no vestíamos provocativas, y lo mejor es que nos teníamos la una a la otra en ese momento.;avenida_pantitlan_305;caminaba_con_una_amiga_a_contraflujo_sobre_la_avenida_pantitlan_pues_el_uber_ya_nos_esperaba_a_una_calle_del_incidente_se_acerco_un_carro_con_almenos_4_hombres_a_bordo_uno_de_los_que_venia_atras_saco_su_mano_y_nos_rocio_lo_que_muy_probablemente_era_gas_pimienta_de_inmediato_me_empezo_a_arder_la_cara_y_ojos_y_volteo_para_ver_por_que_razon_y_el_auto_ya_estaba_atras_de_nosotras_y_abrieron_la_puerta_para_salir_entonces_perdi_el_sentido_de_la_vista_por_el_gas_y_solo_sujete_del_brazo_a_mi_amiga_y_le_dije_que_corriera_por_que_nos_iban_a_subir_no_veiamos_nada_por_el_gas_absolutamente_nada_y_corrimos_a_ciegas_hacia_el_uber_que_afortunadamente_ya_nos_esperaba_logramos_subir_gracias_a_que_mi_esposo_le_llamo_al_conductor_y_le_dijo_como_ibamos_vestidas_pues_mi_amiga_estaba_en_llamada_con_mi_esposo_mientras_ocurria_todo_y_escucho_nuestros_gritos_gracias_a_eso_el_uber_acelero_hacia_una_tienda_y_mi_amiga_me_empezo_a_enjuagar_la_cara_pues_sentia_como_se_me_quemaban_los_ojos_paso_todo_muy_rapido_y_de_pronto_solo_podia_escuchar_cuando_llego_mi_esposo_y_nos_llevo_a_urgencias_en_el_hospital_de_la_perla_donde_nos_atendieron_de_inmediato_y_nos_trasladaron_a_la_raza_para_un_segundo_lavado_ocular_despues_nos_hicieron_examen_de_la_vista_a_ambas_y_ahora_mi_amiga_usa_pupilentes_por_la_sensibilidad_y_mi_retina_quedo_ovalada_y_con_mayor_sensibilidad_a_la_luz_uso_lentes_pero_al_menos_puedo_contar_que_gracias_a_la_reaccion_de_echarnos_a_correr_y_que_ya_nos_esperaban_pudimos_salvarnos_esto_fue_a_dos_calles_de_la_avenida_lopez_mateos_entre_la_bodega_aurrera_y_un_lugar_de_prestamos_de_dinero_sobre_la_pantitlan_si_habia_mas_gente_habia_puestos_de_comida_no_vestiamos_provocativas_y_lo_mejor_es_que_nos_teniamos_la_una_a_la_otra_en_ese_momento;0;pantitlan;NA;encuesta_larga
